Index,Price,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,Drive type,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,Engine type,Transmission,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brakes,Rear Brakes,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Rear Drum Brake Dimensions,Brake Type,ABS Brakes Type,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,TPMS,Curb weight,Fuel tank capacity,Dead Weight Hitch - Max Tongue Weight,Dead Weight Hitch - Max Trailer Weight,Max Trailering Capacity,Weight Distributing Hitch - Max Tongue Weight,Weight Distributing Hitch - Max Trailer Weight,Length,Width,Height,Wheelbase,Front track,Rear track,Ground clearance,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,3rd Row Head Room,3rd Row Leg Room,3rd Row Shoulder Room,3rd Row Hip Room
596,29290,Acura,ILX,2017,4,5,Transmission: 8-Speed Dual-Clutch -inc: torque converter and Sequential SportShift paddle shifters,Front Wheel Drive,6.63 sec,29 mpg,201 hp,6800,180 ft-lbs.,3600,4,2.40 L,"					Gas",Transmission: 8-Speed Dual-Clutch -inc: torque converter and Sequential SportShift paddle shifters,3.08,2.18,1.61,1.22,0.96,0.74,0.62,0.48,3.94,2.22,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.30 in.,11.10 in.,NA in.,"					ABS Brakes",4-Wheel,P215/45VR17,P215/45VR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P215/45VR17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,095 lbs.",13.20 gal.,,,,,,181.90 in.,70.6,55.60 in.,105.10 in.,59.40 in.,60.20 in.,,36.80 ft.,38.00 in.,42.30 in.,55.60 in.,50.30 in.,35.90 in.,34.00 in.,53.50 in.,51.70 in.,,,,
597,44050,Acura,MDX,2017,4,7,"Transmission: 9-Speed Automatic -inc: Sequential SportShift w/paddle shifters, 3-mode integrated dynamics system, Electronic Gear Selector and hill start assist",Front Wheel Drive,6.96 sec,22 mpg,290 hp,6200,267 ft-lbs.,4700,6,3.50 L,"					Gas","Transmission: 9-Speed Automatic -inc: Sequential SportShift w/paddle shifters, 3-mode integrated dynamics system, Electronic Gear Selector and hill start assist",4.71,2.84,1.91,1.38,1,0.81,0.7,0.58,4.33,3.83,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.60 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/60HR18,P245/60HR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P245/60HR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,001 lbs.",19.50 gal.,350 lbs,"3,500 lbs","3,500 lbs",350 lbs,"3,500 lbs",196.20 in.,77.8,67.40 in.,111.00 in.,66.30 in.,66.30 in.,5.60 in.,38.70 ft.,38.10 in.,41.40 in.,61.10 in.,57.50 in.,38.30 in.,38.50 in.,59.10 in.,57.80 in.,35.60 in.,28.10 in.,54.70 in.,40.60 in.
598,156000,Acura,NSX,2017,2,2,Transmission: 9-Speed Dual-Clutch,All Wheel Drive,3.12 sec,21 mpg,573 hp,6500,476 ft-lbs.,,6,3.50 L,"					Gas",Transmission: 9-Speed Dual-Clutch,3.84,2.43,1.78,1.43,1.21,1.04,0.88,0.75,3.58,2.4,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",14.50 in.,14.20 in.,NA in.,"					ABS Brakes",4-Wheel,P245/35YR19,P305/30YR20,19.00 in.,20.00 in.,8.50 in.,11.00 in.,P305/30YR20,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor","3,803 lbs.",15.60 gal.,,,,,,176.00 in.,87.3,47.80 in.,103.50 in.,65.20 in.,63.70 in.,,39.70 ft.,38.30 in.,42.80 in.,57.60 in.,54.50 in.,,,,,,,,
599,38470,Acura,RDX,2017,4,5,Transmission: 6-Speed Automatic -inc: Sequential SportShift paddle shifters and grade logic control,All Wheel Drive,6.23 sec,22 mpg,279 hp,6200,252 ft-lbs.,4900,6,3.50 L,"					Gas",Transmission: 6-Speed Automatic -inc: Sequential SportShift paddle shifters and grade logic control,3.36,2.09,1.48,1.06,0.75,0.56,,,4.25,2.27,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.30 in.,12.00 in.,NA in.,"					ABS Brakes",4-Wheel,P235/60VR18,P235/60VR18,18.00 in.,18.00 in.,7.50 in.,7.50 in.,P235/60VR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,907 lbs.",16.00 gal.,150 lbs,"1,500 lbs","1,500 lbs",150 lbs,"1,500 lbs",184.40 in.,73.7,65.00 in.,105.70 in.,63.10 in.,63.40 in.,5.40 in.,38.90 ft.,38.70 in.,42.00 in.,58.70 in.,55.70 in.,38.10 in.,38.30 in.,57.20 in.,53.80 in.,,,,
600,54450,Acura,RLX,2017,4,5,Transmission: 6-Speed Automatic -inc: Sequential SportShift paddle shifters,Front Wheel Drive,6.58 sec,23 mpg,310 hp,6500,272 ft-lbs.,4500,6,3.50 L,"					Gas",Transmission: 6-Speed Automatic -inc: Sequential SportShift paddle shifters,3.38,2.11,1.49,1.06,0.76,0.56,,,4.25,2.26,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.30 in.,12.20 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40WR19,P245/40WR19,19.00 in.,19.00 in.,8.00 in.,8.00 in.,P245/40WR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,969 lbs.",18.50 gal.,,,,,,196.10 in.,74.4,57.70 in.,112.20 in.,64.30 in.,64.20 in.,3.80 in.,40.50 ft.,37.60 in.,42.30 in.,59.60 in.,55.90 in.,36.90 in.,38.80 in.,57.00 in.,54.50 in.,,,,
601,42700,Acura,TLX,2017,4,5,Transmission: 9-Speed Automatic w/Paddle Shifters,Front Wheel Drive,6.45 sec,25 mpg,290 hp,6200,267 ft-lbs.,4500,6,3.50 L,"					Gas",Transmission: 9-Speed Automatic w/Paddle Shifters,4.71,2.84,1.91,1.38,1,0.81,0.7,0.58,3.52,3.83,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.60 in.,12.20 in.,NA in.,"					ABS Brakes",4-Wheel,P225/50VR18,P225/50VR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P225/50VR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,620 lbs.",17.20 gal.,,,,,,190.30 in.,73,57.00 in.,109.30 in.,62.80 in.,63.10 in.,,38.80 ft.,37.20 in.,42.60 in.,57.50 in.,55.30 in.,36.70 in.,34.50 in.,55.40 in.,54.90 in.,,,,
602,55900,Alfa Romeo,4C,2017,2,2,,Rear Wheel Drive,,28 mpg,237 hp,6000,258 ft-lbs.,2200,4,1.70 L,"					Gas",,4.15,2.27,1.44,0.98,0.76,0.62,,,4.12,,Double Wishbone,Strut,"					Front Disc Brakes","					Rear Disc Brakes",12.00 in.,11.50 in.,NA in.,"					ABS Brakes",4-Wheel,P205/45YR17,P235/40YR18,17.00 in.,18.00 in.,7.00 in.,8.00 in.,P235/40YR18,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","2,465 lbs.",10.50 gal.,,,,,,157.00 in.,73.5,46.60 in.,93.70 in.,64.50 in.,63.10 in.,,40.50 ft.,38.00 in.,42.70 in.,49.80 in.,,,,,,,,,
603,39995,Alfa Romeo,Giulia,2017,4,5,Transmission: 8-Speed Automatic 8HP50,All Wheel Drive,,26 mpg,280 hp,5200,306 ft-lbs.,2000,4,2.00 L,"					Gas",Transmission: 8-Speed Automatic 8HP50,5,3.2,2.14,1.72,1.31,1,0.82,0.64,3.15,,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.00 in.,12.50 in.,NA in.,"					ABS Brakes",4-Wheel,P225/50YR17,P225/50YR17,17.00 in.,17.00 in.,7.50 in.,7.50 in.,P225/50YR17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor",,15.30 gal.,,,,,,182.50 in.,73.7,56.50 in.,111.00 in.,61.30 in.,63.90 in.,,,38.60 in.,42.40 in.,56.10 in.,,,,,,,,,
604,211995,Aston Martin,DB11,2017,2,4,Transmission: 8-Speed Automatic -inc: Rear mid-mounted w/electronic shift-by-wire control system,Rear Wheel Drive,3.78 sec,17 mpg,600 hp,6500,516 ft-lbs.,1500,12,5.20 L,"					Gas",Transmission: 8-Speed Automatic -inc: Rear mid-mounted w/electronic shift-by-wire control system,4.71,3.14,2.11,1.67,1.28,1,0.84,0.66,2.7,3.32,Double Wishbone,Double Wishbone,"					Front Disc Brakes","					Rear Disc Brakes",15.70 in.,14.20 in.,NA in.,"					ABS Brakes",4-Wheel,P255/40YR20,P295/35YR20,20.00 in.,20.00 in.,9.00 in.,11.00 in.,P295/35YR20,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor","4,080 lbs.",20.50 gal.,,,,,,186.60 in.,76.4,50.40 in.,110.40 in.,,,,,,,,,,,,,,,,
605,204950,Aston Martin,Rapide,2017,4,4,Transmission: Touchtronic III 8-Speed Automatic -inc: electronic shift-by-wire control system,Rear Wheel Drive,4.18 sec,17 mpg,565 hp,6650,465 ft-lbs.,5500,12,6.00 L,"					Gas",Transmission: Touchtronic III 8-Speed Automatic -inc: electronic shift-by-wire control system,4.71,3.14,2.11,1.67,1.28,1,0.84,0.66,2.73,3.32,Double Wishbone,Double Wishbone,"					Front Disc Brakes","					Rear Disc Brakes",15.80 in.,14.20 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40YR20,P295/35YR20,20.00 in.,20.00 in.,8.50 in.,11.00 in.,P295/35YR20,Compact,Forged Aluminum,Forged Aluminum,Aluminum,"					Tire Pressure Monitor","4,387 lbs.",23.90 gal.,,,,,,197.60 in.,75.9,53.50 in.,117.70 in.,62.60 in.,63.50 in.,,41.00 ft.,36.40 in.,42.70 in.,54.80 in.,,,,,,,,,
606,,Aston Martin,Rapide S,2017,,, 8-speed shiftable automatic, Rear wheel drive,4.25 sec,,552 hp,6650,465 ft-lbs.,5500,12,5.90 L,"					Gas", 8-speed shiftable automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,387 lbs.",23.90 gal.,,,,,,197.60 in.,75.9,53.50 in.,117.70 in.,,,,41.00 ft.,37.30 in.,42.80 in.,,,36.90 in.,30.10 in.,,,,,,
607,,Aston Martin,V12 Vantage S,2017,,, 7-speed automated manual, Rear wheel drive,3.22 sec,,563 hp,6650,457 ft-lbs.,5500,12,5.90 L,"					Gas", 7-speed automated manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,671 lbs.",21.10 gal.,,,,,,172.60 in.,73.4,49.20 in.,102.40 in.,,,,38.70 ft.,,,,,,,,,,,,
608,312950,Aston Martin,Vanquish,2017,2,2,Transmission: Touchtronic III 8-Speed Automatic -inc: Mode select w/manual mode,Rear Wheel Drive,3.45 sec,,580 hp,7000,465 ft-lbs.,5500,12,6.00 L,"					Gas",Transmission: Touchtronic III 8-Speed Automatic -inc: Mode select w/manual mode,4.71,3.14,2.11,1.67,1.28,1,0.84,0.66,3.46,3.32,Double Wishbone,Double Wishbone,"					Front Disc Brakes","					Rear Disc Brakes",15.70 in.,14.20 in.,NA in.,"					ABS Brakes",4-Wheel,P255/35YR20,P305/30YR20,20.00 in.,20.00 in.,9.00 in.,11.50 in.,P305/30YR20,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor","3,834 lbs.",20.60 gal.,,,,,,186.20 in.,75.2,51.00 in.,107.90 in.,,,,41.00 ft.,36.20 in.,42.70 in.,54.80 in.,,,,,,,,,
609,186195,Aston Martin,Vantage,2017,2,2,Transmission: 7-Speed Sportshift III ASM,Rear Wheel Drive,3.66 sec,14 mpg,563 hp,6650,457 ft-lbs.,5550,12,6.00 L,"					Gas",Transmission: 7-Speed Sportshift III ASM,3.29,2.16,1.61,1.27,1.03,0.85,0.7,,3.73,3.29,Double Wishbone,Double Wishbone,"					Front Disc Brakes","					Rear Disc Brakes",15.70 in.,14.20 in.,NA in.,"					ABS Brakes",4-Wheel,P255/35YR19,P295/30YR19,19.00 in.,19.00 in.,9.00 in.,11.00 in.,P295/30YR19,Compact,Forged Aluminum,Forged Aluminum,Aluminum,"					Tire Pressure Monitor","3,671 lbs.",21.10 gal.,,,,,,172.60 in.,73.4,49.20 in.,102.40 in.,61.80 in.,62.00 in.,,38.70 ft.,36.70 in.,42.80 in.,,,,,,,,,,
610,37600,Audi,A3,2017,,, 7-speed automated manual, Front wheel drive,,,186 hp,,,,4,2.00 L,"					Gas", 7-speed automated manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,37600,Audi,A3 Cabriolet,2017,2,4,,Front Wheel Drive,,28 mpg,186 hp,4400,221 ft-lbs.,1600,4,2.00 L,"					Gas",,3.4,2.75,1.77,0.93,0.7,0.76,0.64,,4.77,2.9,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.30 in.,10.70 in.,NA in.,"					ABS Brakes",4-Wheel,P225/45HR17,P225/45HR17,17.00 in.,17.00 in.,7.50 in.,7.50 in.,P225/45HR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,428 lbs.",13.20 gal.,,,,,,174.10 in.,,55.50 in.,102.20 in.,61.20 in.,60.10 in.,,36.10 ft.,37.40 in.,41.20 in.,54.80 in.,,36.30 in.,31.90 in.,45.70 in.,,,,,
612,31200,Audi,A3 Sedan,2017,4,5,,Front Wheel Drive,,29 mpg,186 hp,4400,221 ft-lbs.,1600,4,2.00 L,"					Gas",,3.4,2.75,1.77,0.93,0.7,0.76,0.64,,4.77,2.9,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.30 in.,10.70 in.,NA in.,"					ABS Brakes",4-Wheel,P225/45HR17,P225/45HR17,17.00 in.,17.00 in.,7.50 in.,7.50 in.,P225/45HR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,197 lbs.",13.20 gal.,,,,,,175.50 in.,70.7,55.70 in.,103.80 in.,61.20 in.,60.10 in.,,36.10 ft.,39.60 in.,41.20 in.,54.80 in.,,36.40 in.,35.10 in.,53.00 in.,,,,,
613,38900,Audi,A3 Sportback e-tron,2017,4,5,Transmission: S Tronic 6-Speed Automatic,Front Wheel Drive,8.40 sec,34 mpg,204 hp,5000,258 ft-lbs.,,4,1.40 L,"					Gas",Transmission: S Tronic 6-Speed Automatic,3.5,2.77,1.85,1.02,1.02,0.84,,,3.75,2.86,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.30 in.,10.70 in.,NA in.,"					ABS Brakes",4-Wheel,P225/45HR17,P225/45HR17,17.00 in.,17.00 in.,7.50 in.,7.50 in.,P225/45HR17,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,616 lbs.",10.60 gal.,,,,,,169.70 in.,70.3,56.10 in.,103.50 in.,60.70 in.,59.60 in.,,35.80 ft.,38.70 in.,41.20 in.,54.80 in.,,37.50 in.,35.40 in.,52.90 in.,,,,,
614,42350,Audi,A4,2017,4,5,Transmission: 7-Speed S tronic -inc: dual-clutch w/sport program and manual shift mode,All Wheel Drive,5.58 sec,27 mpg,252 hp,5000,273 ft-lbs.,1600,4,2.00 L,"					Gas",Transmission: 7-Speed S tronic -inc: dual-clutch w/sport program and manual shift mode,3.19,2.19,1.52,1.06,0.74,0.51,0.39,,4.27,2.75,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.30 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40HR18,P245/40HR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P245/40HR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,626 lbs.",15.30 gal.,,,,,,186.10 in.,72.5,56.20 in.,111.00 in.,61.90 in.,61.20 in.,,38.10 ft.,38.90 in.,41.30 in.,55.90 in.,,37.40 in.,35.70 in.,54.50 in.,,,,,
615,44000,Audi,A4 allroad,2017,,, 7-speed automated manual, All wheel drive,5.81 sec,,252 hp,5000,273 ft-lbs.,1600,4,2.00 L,"					Gas", 7-speed automated manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,825 lbs.",15.30 gal.,,,,,,187.00 in.,72.5,58.80 in.,110.90 in.,,,6.50 in.,38.10 ft.,39.20 in.,41.30 in.,55.90 in.,,38.20 in.,35.70 in.,54.50 in.,,,,,
616,41200,Audi,A5,2017,2,4,Transmission: 6-Speed Manual,All Wheel Drive,6.36 sec,26 mpg,220 hp,4450,258 ft-lbs.,1500,4,2.00 L,"					Gas",Transmission: 6-Speed Manual,3.67,2.16,1.52,1.13,0.92,0.78,,,3.69,3.22,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.60 in.,11.80 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40HR18,P245/40HR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40HR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,483 lbs.",16.10 gal.,,,,,,182.10 in.,73,54.00 in.,108.30 in.,62.60 in.,62.10 in.,,37.40 ft.,39.10 in.,41.30 in.,54.30 in.,,36.00 in.,31.70 in.,52.80 in.,,,,,
617,47600,Audi,A6,2017,4,5,Transmission: 7-Speed S tronic Automatic -inc: sport program and manual shift mode,Front Wheel Drive,7.00 sec,28 mpg,252 hp,5000,273 ft-lbs.,1600,4,2.00 L,"					Gas",Transmission: 7-Speed S tronic Automatic -inc: sport program and manual shift mode,3.19,2.19,1.52,1.06,0.74,0.51,0.39,,4.23,2.75,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.60 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/45HR18,P245/45HR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P245/45HR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,858 lbs.",19.80 gal.,,,,,,194.20 in.,73.8,57.80 in.,114.60 in.,64.10 in.,63.70 in.,,39.00 ft.,37.20 in.,41.30 in.,57.50 in.,,37.80 in.,37.40 in.,56.30 in.,,,,,
618,76550,Audi,A7,2017,4,4,Transmission: 8-Speed Automatic w/Tiptronic,All Wheel Drive,5.76 sec,,340 hp,5300,325 ft-lbs.,2900,6,3.00 L,"					Gas",Transmission: 8-Speed Automatic w/Tiptronic,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,2.85,3.32,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",14.00 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P265/35HR20,P265/35HR20,20.00 in.,20.00 in.,9.00 in.,9.00 in.,P265/35HR20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,288 lbs.",19.80 gal.,,,,,,196.20 in.,75.2,55.90 in.,114.70 in.,64.70 in.,64.40 in.,4.40 in.,39.00 ft.,36.90 in.,41.30 in.,57.20 in.,,36.60 in.,37.00 in.,55.90 in.,,,,,
619,,Audi,A8,2017,,, 8-speed shiftable automatic, All wheel drive,6.03 sec,,333 hp,5300,325 ft-lbs.,2900,6,3.00 L,"					Gas", 8-speed shiftable automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,464 lbs.",21.70 gal.,,,,,,207.40 in.,76.7,57.90 in.,122.90 in.,,,,41.70 ft.,37.20 in.,41.40 in.,59.10 in.,,39.10 in.,42.90 in.,57.80 in.,,,,,
620,82500,Audi,A8 L,2017,4,5,Transmission: 8-Speed Auto w/Tiptronic -inc: sport program and manual shift mode,All Wheel Drive,5.61 sec,22 mpg,333 hp,5500,325 ft-lbs.,2900,6,3.00 L,"					Gas",Transmission: 8-Speed Auto w/Tiptronic -inc: sport program and manual shift mode,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,3.2,3.32,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.00 in.,14.00 in.,NA in.,"					ABS Brakes",4-Wheel,P255/45HR19,P255/45HR19,19.00 in.,19.00 in.,9.00 in.,9.00 in.,P255/45HR19,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor","4,464 lbs.",21.70 gal.,,,,,,207.40 in.,76.7,57.90 in.,122.90 in.,64.70 in.,64.40 in.,,41.70 ft.,37.20 in.,41.40 in.,59.10 in.,,39.10 in.,42.90 in.,57.80 in.,,,,,
621,44000,Audi,Allroad,2017,4,5,"Transmission: 7-Speed S tronic Dual-Clutch Auto -inc: ultra technology, sport program and manual shift mode",All Wheel Drive,5.81 sec,25 mpg,252 hp,5000,273 ft-lbs.,1600,4,2.00 L,"					Gas","Transmission: 7-Speed S tronic Dual-Clutch Auto -inc: ultra technology, sport program and manual shift mode",3.19,2.19,1.52,1.06,0.74,0.51,0.39,,4.41,2.75,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.30 in.,13.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/45HR18,P245/45HR18,18.00 in.,18.00 in.,7.50 in.,7.50 in.,P245/45HR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,825 lbs.",15.30 gal.,,,,,,187.00 in.,72.5,58.80 in.,110.90 in.,62.10 in.,61.70 in.,6.50 in.,38.10 ft.,39.20 in.,41.30 in.,55.90 in.,,37.40 in.,35.70 in.,54.50 in.,,,,,
622,31800,Audi,Q3,2017,4,5,Transmission: 6-Speed Tiptronic Automatic,Front Wheel Drive,8.30 sec,23 mpg,200 hp,5100,207 ft-lbs.,1700,4,2.00 L,"					Gas",Transmission: 6-Speed Tiptronic Automatic,3.95,2.3,1.55,1.16,0.86,0.69,,,,3.42,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.30 in.,11.10 in.,NA in.,"					ABS Brakes",4-Wheel,P235/50HR18,P235/50HR18,18.00 in.,18.00 in.,7.00 in.,7.00 in.,P235/50HR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,494 lbs.",16.90 gal.,,,,,,172.80 in.,72.1,62.60 in.,102.50 in.,61.10 in.,61.20 in.,6.70 in.,38.70 ft.,37.00 in.,40.00 in.,55.80 in.,58.00 in.,37.40 in.,31.10 in.,53.60 in.,56.10 in.,,,,
623,40900,Audi,Q5,2017,4,5,Transmission: 8-Speed Tiptronic Automatic -inc: sport program and manual shift mode,All Wheel Drive,7.32 sec,22 mpg,220 hp,4450,258 ft-lbs.,1500,4,2.00 L,"					Gas",Transmission: 8-Speed Tiptronic Automatic -inc: sport program and manual shift mode,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,2.85,3.32,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.60 in.,11.80 in.,NA in.,"					ABS Brakes",4-Wheel,P235/55HR19,P235/55HR19,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P235/55HR19,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,200 lbs.",19.80 gal.,440 lbs,"4,400 lbs","4,400 lbs",440 lbs,"4,400 lbs",182.60 in.,74.7,65.20 in.,110.50 in.,63.70 in.,63.50 in.,7.90 in.,38.10 ft.,39.40 in.,41.00 in.,57.70 in.,,39.00 in.,37.40 in.,56.40 in.,,,,,
624,55500,Audi,Q7,2017,4,7,Transmission: 8-Speed Automatic w/Tiptronic -inc: shift-by-wire technology,All Wheel Drive,6.50 sec,21 mpg,333 hp,5500,325 ft-lbs.,2900,6,3.00 L,"					Gas",Transmission: 8-Speed Automatic w/Tiptronic -inc: shift-by-wire technology,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,3.2,3.32,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",14.80 in.,13.80 in.,NA in.,"					ABS Brakes",4-Wheel,P285/45HR20,P285/45HR20,20.00 in.,20.00 in.,9.00 in.,9.00 in.,P285/45HR20,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,938 lbs.",22.50 gal.,,,,,,199.60 in.,77.5,68.50 in.,117.90 in.,66.10 in.,66.60 in.,,40.70 ft.,38.40 in.,41.70 in.,59.50 in.,,,,,,35.90 in.,29.20 in.,49.40 in.,
625,162900,Audi,R8,2017,2,2,Transmission: 7-Speed Auto S Tronic,All Wheel Drive,3.67 sec,17 mpg,540 hp,7800,398 ft-lbs.,6500,10,5.20 L,"					Gas",Transmission: 7-Speed Auto S Tronic,3.13,2.59,1.96,1.24,0.98,0.98,0.84,,3.59,2.65,Double Wishbone,Double Wishbone,"					Front Disc Brakes","					Rear Disc Brakes",14.40 in.,14.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/35YR19,P295/35YR19,19.00 in.,19.00 in.,8.50 in.,11.00 in.,P295/35YR19,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor","3,737 lbs.",21.90 gal.,,,,,,174.30 in.,76.4,48.80 in.,104.40 in.,64.50 in.,63.00 in.,,36.70 ft.,38.50 in.,40.90 in.,55.10 in.,,,,,,,,,
626,175100,Audi,R8 Spyder,2017,2,2,Transmission: 7-Speed Auto S Tronic,All Wheel Drive,3.83 sec,17 mpg,540 hp,7800,398 ft-lbs.,6500,10,5.20 L,"					Gas",Transmission: 7-Speed Auto S Tronic,3.13,2.59,1.96,1.24,0.98,0.98,0.84,,3.59,2.65,Double Wishbone,Double Wishbone,"					Front Disc Brakes","					Rear Disc Brakes",14.40 in.,14.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/35YR19,P295/35YR19,19.00 in.,19.00 in.,8.50 in.,11.00 in.,P295/35YR19,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor","3,957 lbs.",21.10 gal.,,,,,,174.30 in.,76.4,49.00 in.,104.40 in.,64.50 in.,63.00 in.,,36.70 ft.,38.50 in.,,55.10 in.,,,,,,,,,
627,54500,Audi,RS 3,2017,4,5,Transmission: 7-Speed S tronic -inc: dual-clutch,All Wheel Drive,3.92 sec,22 mpg,400 hp,5850,354 ft-lbs.,1700,5,2.50 L,"					Gas",Transmission: 7-Speed S tronic -inc: dual-clutch,3.56,2.53,1.68,1.02,0.79,0.76,0.64,,4.06,2.79,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",14.60 in.,12.20 in.,NA in.,"					ABS Brakes",4-Wheel,P235/35YR19,P235/35YR19,19.00 in.,19.00 in.,8.00 in.,8.00 in.,P235/35YR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,593 lbs.",14.50 gal.,,,,,,176.30 in.,70.7,55.00 in.,103.60 in.,61.40 in.,60.20 in.,,36.10 ft.,39.60 in.,41.20 in.,54.80 in.,,36.40 in.,35.10 in.,53.00 in.,,,,,
